Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Monday 22.3.2021 07:00;No metering data available for this period;1,89;-3,50
Monday 22.3.2021 08:00;No metering data available for this period;1,32;-2,40
Monday 22.3.2021 09:00;No metering data available for this period;1,51;-1,10
Monday 22.3.2021 10:00;No metering data available for this period;1,25;0,20
Monday 22.3.2021 11:00;No metering data available for this period;1,25;1,20
Monday 22.3.2021 12:00;No metering data available for this period;2,03;2,10
Monday 22.3.2021 13:00;No metering data available for this period;1,14;2,80
Monday 22.3.2021 14:00;No metering data available for this period;1,25;3,30
Monday 22.3.2021 15:00;No metering data available for this period;1,37;3,70
Monday 22.3.2021 16:00;No metering data available for this period;1,10;3,10
Monday 22.3.2021 17:00;No metering data available for this period;3,20;2,20
Monday 22.3.2021 18:00;No metering data available for this period;4,66;0,40
Monday 22.3.2021 19:00;No metering data available for this period;2,92;-1,40
Monday 22.3.2021 20:00;No metering data available for this period;1,51;-2,50
Monday 22.3.2021 21:00;No metering data available for this period;1,60;-3,40
Monday 22.3.2021 22:00;1,38;No metering data available for this period;-4,20
Monday 22.3.2021 23:00;1,33;No metering data available for this period;-4,80
Tuesday 23.3.2021 00:00;1,88;No metering data available for this period;-5,40
Tuesday 23.3.2021 01:00;1,44;No metering data available for this period;-5,80
Tuesday 23.3.2021 02:00;1,35;No metering data available for this period;-6,40
Tuesday 23.3.2021 03:00;1,40;No metering data available for this period;-6,50
Tuesday 23.3.2021 04:00;1,35;No metering data available for this period;-6,70
Tuesday 23.3.2021 05:00;1,35;No metering data available for this period;-6,40
Tuesday 23.3.2021 06:00;1,30;No metering data available for this period;-5,10
Tuesday 23.3.2021 07:00;No metering data available for this period;1,88;-3,60
Tuesday 23.3.2021 08:00;No metering data available for this period;1,58;-1,00
Tuesday 23.3.2021 09:00;No metering data available for this period;2,19;1,00
Tuesday 23.3.2021 10:00;No metering data available for this period;1,23;2,70
Tuesday 23.3.2021 11:00;No metering data available for this period;1,32;4,00
Tuesday 23.3.2021 12:00;No metering data available for this period;1,80;5,20
Tuesday 23.3.2021 13:00;No metering data available for this period;1,03;6,10
Tuesday 23.3.2021 14:00;No metering data available for this period;1,12;7,20
Tuesday 23.3.2021 15:00;No metering data available for this period;1,43;8,00
Tuesday 23.3.2021 16:00;No metering data available for this period;0,95;8,40
Tuesday 23.3.2021 17:00;No metering data available for this period;1,70;7,30
Tuesday 23.3.2021 18:00;No metering data available for this period;1,26;5,60
Tuesday 23.3.2021 19:00;No metering data available for this period;1,65;3,70
Tuesday 23.3.2021 20:00;No metering data available for this period;2,67;2,80
Tuesday 23.3.2021 21:00;No metering data available for this period;1,18;2,90
Tuesday 23.3.2021 22:00;1,04;No metering data available for this period;2,70
Tuesday 23.3.2021 23:00;1,48;No metering data available for this period;1,90
Wednesday 24.3.2021 00:00;1,04;No metering data available for this period;0,90
Wednesday 24.3.2021 01:00;1,03;No metering data available for this period;0,40
Wednesday 24.3.2021 02:00;1,05;No metering data available for this period;0,30
Wednesday 24.3.2021 03:00;1,33;No metering data available for this period;0,40
Wednesday 24.3.2021 04:00;1,00;No metering data available for this period;0,40
Wednesday 24.3.2021 05:00;1,23;No metering data available for this period;-0,30
Wednesday 24.3.2021 06:00;1,40;No metering data available for this period;0,10
Wednesday 24.3.2021 07:00;No metering data available for this period;1,11;2,00
Wednesday 24.3.2021 08:00;No metering data available for this period;1,17;3,40
Wednesday 24.3.2021 09:00;No metering data available for this period;2,05;3,90
Wednesday 24.3.2021 10:00;No metering data available for this period;1,01;2,80
Wednesday 24.3.2021 11:00;No metering data available for this period;1,14;2,60
Wednesday 24.3.2021 12:00;No metering data available for this period;1,55;2,70
Wednesday 24.3.2021 13:00;No metering data available for this period;1,32;2,70
Wednesday 24.3.2021 14:00;No metering data available for this period;1,69;2,60
Wednesday 24.3.2021 15:00;No metering data available for this period;1,07;2,80
Wednesday 24.3.2021 16:00;No metering data available for this period;1,32;2,80
Wednesday 24.3.2021 17:00;No metering data available for this period;4,51;2,70
Wednesday 24.3.2021 18:00;No metering data available for this period;5,56;2,50
Wednesday 24.3.2021 19:00;No metering data available for this period;2,70;2,50
Wednesday 24.3.2021 20:00;No metering data available for this period;1,46;2,50
Wednesday 24.3.2021 21:00;No metering data available for this period;1,47;2,50
Wednesday 24.3.2021 22:00;1,42;No metering data available for this period;2,40
Wednesday 24.3.2021 23:00;1,12;No metering data available for this period;2,30
Thursday 25.3.2021 00:00;1,06;No metering data available for this period;2,20
Thursday 25.3.2021 01:00;1,07;No metering data available for this period;2,10
Thursday 25.3.2021 02:00;1,10;No metering data available for this period;2,00
Thursday 25.3.2021 03:00;1,09;No metering data available for this period;2,10
Thursday 25.3.2021 04:00;1,27;No metering data available for this period;2,00
Thursday 25.3.2021 05:00;1,01;No metering data available for this period;1,90
Thursday 25.3.2021 06:00;0,99;No metering data available for this period;2,10
Thursday 25.3.2021 07:00;No metering data available for this period;1,60;2,30
Thursday 25.3.2021 08:00;No metering data available for this period;2,08;3,10
Thursday 25.3.2021 09:00;No metering data available for this period;1,10;3,70
Thursday 25.3.2021 10:00;No metering data available for this period;1,84;5,90
Thursday 25.3.2021 11:00;No metering data available for this period;1,10;6,70
Thursday 25.3.2021 12:00;No metering data available for this period;1,47;7,70
Thursday 25.3.2021 13:00;No metering data available for this period;2,26;8,40
Thursday 25.3.2021 14:00;No metering data available for this period;1,90;8,70
Thursday 25.3.2021 15:00;No metering data available for this period;0,85;8,80
Thursday 25.3.2021 16:00;No metering data available for this period;1,24;8,30
Thursday 25.3.2021 17:00;No metering data available for this period;2,28;6,90
Thursday 25.3.2021 18:00;No metering data available for this period;1,27;5,30
Thursday 25.3.2021 19:00;No metering data available for this period;4,63;3,80
Thursday 25.3.2021 20:00;No metering data available for this period;4,54;2,80
Thursday 25.3.2021 21:00;No metering data available for this period;1,48;1,90
Thursday 25.3.2021 22:00;1,25;No metering data available for this period;0,90
Thursday 25.3.2021 23:00;1,19;No metering data available for this period;0,60
Friday 26.3.2021 00:00;1,12;No metering data available for this period;1,30
Friday 26.3.2021 01:00;1,10;No metering data available for this period;1,80
Friday 26.3.2021 02:00;1,00;No metering data available for this period;2,10
Friday 26.3.2021 03:00;1,12;No metering data available for this period;2,10
Friday 26.3.2021 04:00;1,11;No metering data available for this period;2,10
Friday 26.3.2021 05:00;1,17;No metering data available for this period;2,00
Friday 26.3.2021 06:00;1,32;No metering data available for this period;2,00
Friday 26.3.2021 07:00;No metering data available for this period;1,84;2,00
Friday 26.3.2021 08:00;No metering data available for this period;1,78;2,30
Friday 26.3.2021 09:00;No metering data available for this period;1,33;3,00
Friday 26.3.2021 10:00;No metering data available for this period;1,56;4,00
Friday 26.3.2021 11:00;No metering data available for this period;0,98;5,30
Friday 26.3.2021 12:00;No metering data available for this period;1,91;6,60
Friday 26.3.2021 13:00;No metering data available for this period;1,07;7,70
Friday 26.3.2021 14:00;No metering data available for this period;1,02;8,70
Friday 26.3.2021 15:00;No metering data available for this period;1,42;9,10
Friday 26.3.2021 16:00;No metering data available for this period;1,17;8,70
Friday 26.3.2021 17:00;No metering data available for this period;1,50;6,90
Friday 26.3.2021 18:00;No metering data available for this period;1,22;5,30
Friday 26.3.2021 19:00;No metering data available for this period;1,32;3,10
Friday 26.3.2021 20:00;No metering data available for this period;1,87;2,40
Friday 26.3.2021 21:00;No metering data available for this period;1,21;2,30
Friday 26.3.2021 22:00;1,20;No metering data available for this period;2,40
Friday 26.3.2021 23:00;1,13;No metering data available for this period;2,30
Saturday 27.3.2021 00:00;0,99;No metering data available for this period;2,20
Saturday 27.3.2021 01:00;0,94;No metering data available for this period;2,20
Saturday 27.3.2021 02:00;0,95;No metering data available for this period;2,00
Saturday 27.3.2021 03:00;0,99;No metering data available for this period;1,80
Saturday 27.3.2021 04:00;1,32;No metering data available for this period;1,50
Saturday 27.3.2021 05:00;1,14;No metering data available for this period;1,60
Saturday 27.3.2021 06:00;1,14;No metering data available for this period;1,60
Saturday 27.3.2021 07:00;No metering data available for this period;2,22;2,40
Saturday 27.3.2021 08:00;No metering data available for this period;1,59;3,50
Saturday 27.3.2021 09:00;No metering data available for this period;0,71;5,00
Saturday 27.3.2021 10:00;No metering data available for this period;1,70;5,60
Saturday 27.3.2021 11:00;No metering data available for this period;1,58;6,10
Saturday 27.3.2021 12:00;No metering data available for this period;1,29;7,40
Saturday 27.3.2021 13:00;No metering data available for this period;0,27;8,40
Saturday 27.3.2021 14:00;No metering data available for this period;0,82;9,10
Saturday 27.3.2021 15:00;No metering data available for this period;1,34;10,00
Saturday 27.3.2021 16:00;No metering data available for this period;0,58;9,40
Saturday 27.3.2021 17:00;No metering data available for this period;0,97;7,80
Saturday 27.3.2021 18:00;No metering data available for this period;2,32;6,40
Saturday 27.3.2021 19:00;No metering data available for this period;1,88;5,70
Saturday 27.3.2021 20:00;No metering data available for this period;3,21;5,10
Saturday 27.3.2021 21:00;No metering data available for this period;1,10;5,30
Saturday 27.3.2021 22:00;1,39;No metering data available for this period;4,40
Saturday 27.3.2021 23:00;1,12;No metering data available for this period;4,80
Sunday 28.3.2021 00:00;1,03;No metering data available for this period;4,70
Sunday 28.3.2021 01:00;0,80;No metering data available for this period;4,40
Sunday 28.3.2021 02:00;0,86;No metering data available for this period;3,60
Sunday 28.3.2021 04:00;0,84;No metering data available for this period;3,00
Sunday 28.3.2021 05:00;1,35;No metering data available for this period;1,90
Sunday 28.3.2021 06:00;1,18;No metering data available for this period;1,50
Sunday 28.3.2021 07:00;No metering data available for this period;1,66;1,30
Sunday 28.3.2021 08:00;No metering data available for this period;1,20;3,20
Sunday 28.3.2021 09:00;No metering data available for this period;0,97;4,10
Sunday 28.3.2021 10:00;No metering data available for this period;1,33;4,10
Sunday 28.3.2021 11:00;No metering data available for this period;3,36;4,00
Sunday 28.3.2021 12:00;No metering data available for this period;1,43;4,30
Sunday 28.3.2021 13:00;No metering data available for this period;1,82;5,10
Sunday 28.3.2021 14:00;No metering data available for this period;0,86;5,90
Sunday 28.3.2021 15:00;No metering data available for this period;1,58;7,00
Sunday 28.3.2021 16:00;No metering data available for this period;1,20;7,20
Sunday 28.3.2021 17:00;No metering data available for this period;2,24;7,20
Sunday 28.3.2021 18:00;No metering data available for this period;6,67;6,30
Sunday 28.3.2021 19:00;No metering data available for this period;2,63;5,40
Sunday 28.3.2021 20:00;No metering data available for this period;1,47;4,60
Sunday 28.3.2021 21:00;No metering data available for this period;1,01;4,20
Sunday 28.3.2021 22:00;0,98;No metering data available for this period;3,70
