Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Friday 1.7.2022 07:00;No metering data available for this period;0,64;20,00
Friday 1.7.2022 08:00;No metering data available for this period;0,92;22,90
Friday 1.7.2022 09:00;No metering data available for this period;1,21;25,00
Friday 1.7.2022 10:00;No metering data available for this period;0,66;26,70
Friday 1.7.2022 11:00;No metering data available for this period;1,84;28,40
Friday 1.7.2022 12:00;No metering data available for this period;0,31;28,80
Friday 1.7.2022 13:00;No metering data available for this period;0,31;29,00
Friday 1.7.2022 14:00;No metering data available for this period;0,30;30,00
Friday 1.7.2022 15:00;No metering data available for this period;1,58;31,30
Friday 1.7.2022 16:00;No metering data available for this period;0,38;29,70
Friday 1.7.2022 17:00;No metering data available for this period;0,69;27,90
Friday 1.7.2022 18:00;No metering data available for this period;0,50;27,30
Friday 1.7.2022 19:00;No metering data available for this period;0,46;26,70
Friday 1.7.2022 20:00;No metering data available for this period;1,55;25,80
Friday 1.7.2022 21:00;No metering data available for this period;1,07;25,20
Friday 1.7.2022 22:00;1,05;No metering data available for this period;23,90
Friday 1.7.2022 23:00;1,10;No metering data available for this period;22,40
Saturday 2.7.2022 00:00;1,52;No metering data available for this period;21,90
Saturday 2.7.2022 01:00;0,29;No metering data available for this period;21,50
Saturday 2.7.2022 02:00;0,31;No metering data available for this period;21,30
Saturday 2.7.2022 03:00;0,29;No metering data available for this period;21,00
Saturday 2.7.2022 04:00;0,26;No metering data available for this period;21,80
Saturday 2.7.2022 05:00;0,27;No metering data available for this period;22,10
Saturday 2.7.2022 06:00;0,24;No metering data available for this period;22,20
Saturday 2.7.2022 07:00;No metering data available for this period;0,33;23,00
Saturday 2.7.2022 08:00;No metering data available for this period;0,34;24,90
Saturday 2.7.2022 09:00;No metering data available for this period;0,98;26,20
Saturday 2.7.2022 10:00;No metering data available for this period;1,15;27,20
Saturday 2.7.2022 11:00;No metering data available for this period;1,19;28,40
Saturday 2.7.2022 12:00;No metering data available for this period;0,57;29,80
Saturday 2.7.2022 13:00;No metering data available for this period;1,72;30,20
Saturday 2.7.2022 14:00;No metering data available for this period;0,85;31,40
Saturday 2.7.2022 15:00;No metering data available for this period;0,96;31,60
Saturday 2.7.2022 16:00;No metering data available for this period;1,57;33,30
Saturday 2.7.2022 17:00;No metering data available for this period;0,75;32,20
Saturday 2.7.2022 18:00;No metering data available for this period;1,88;30,10
Saturday 2.7.2022 19:00;No metering data available for this period;0,52;27,70
Saturday 2.7.2022 20:00;No metering data available for this period;0,98;26,90
Saturday 2.7.2022 21:00;No metering data available for this period;1,67;26,20
Saturday 2.7.2022 22:00;1,03;No metering data available for this period;24,70
Saturday 2.7.2022 23:00;1,02;No metering data available for this period;23,70
Sunday 3.7.2022 00:00;0,86;No metering data available for this period;22,60
Sunday 3.7.2022 01:00;0,79;No metering data available for this period;22,00
Sunday 3.7.2022 02:00;0,71;No metering data available for this period;21,30
Sunday 3.7.2022 03:00;0,74;No metering data available for this period;21,00
Sunday 3.7.2022 04:00;0,70;No metering data available for this period;20,40
Sunday 3.7.2022 05:00;1,06;No metering data available for this period;20,20
Sunday 3.7.2022 06:00;0,95;No metering data available for this period;20,10
Sunday 3.7.2022 07:00;No metering data available for this period;0,27;20,80
Sunday 3.7.2022 08:00;No metering data available for this period;0,25;21,60
Sunday 3.7.2022 09:00;No metering data available for this period;0,74;22,80
Sunday 3.7.2022 10:00;No metering data available for this period;0,40;24,30
Sunday 3.7.2022 11:00;No metering data available for this period;1,39;25,20
Sunday 3.7.2022 12:00;No metering data available for this period;0,24;26,10
Sunday 3.7.2022 13:00;No metering data available for this period;0,25;27,30
Sunday 3.7.2022 14:00;No metering data available for this period;0,24;28,20
Sunday 3.7.2022 15:00;No metering data available for this period;0,62;28,80
Sunday 3.7.2022 16:00;No metering data available for this period;1,96;28,80
Sunday 3.7.2022 17:00;No metering data available for this period;1,20;28,60
Sunday 3.7.2022 18:00;No metering data available for this period;0,66;29,00
Sunday 3.7.2022 19:00;No metering data available for this period;1,06;28,60
Sunday 3.7.2022 20:00;No metering data available for this period;0,72;25,50
Sunday 3.7.2022 21:00;No metering data available for this period;0,39;23,60
Sunday 3.7.2022 22:00;0,27;No metering data available for this period;22,30
Sunday 3.7.2022 23:00;1,18;No metering data available for this period;20,50
Monday 4.7.2022 00:00;2,12;No metering data available for this period;19,10
Monday 4.7.2022 01:00;1,02;No metering data available for this period;18,00
Monday 4.7.2022 02:00;0,26;No metering data available for this period;17,00
Monday 4.7.2022 03:00;0,27;No metering data available for this period;16,00
Monday 4.7.2022 04:00;0,25;No metering data available for this period;15,30
Monday 4.7.2022 05:00;0,24;No metering data available for this period;15,00
Monday 4.7.2022 06:00;0,28;No metering data available for this period;15,80
Monday 4.7.2022 07:00;No metering data available for this period;0,63;17,90
Monday 4.7.2022 08:00;No metering data available for this period;0,72;19,80
Monday 4.7.2022 09:00;No metering data available for this period;0,51;21,60
Monday 4.7.2022 10:00;No metering data available for this period;0,41;23,20
Monday 4.7.2022 11:00;No metering data available for this period;0,47;24,20
Monday 4.7.2022 12:00;No metering data available for this period;0,49;24,90
Monday 4.7.2022 13:00;No metering data available for this period;1,25;26,40
Monday 4.7.2022 14:00;No metering data available for this period;2,86;26,30
Monday 4.7.2022 15:00;No metering data available for this period;0,45;27,10
Monday 4.7.2022 16:00;No metering data available for this period;1,33;27,80
Monday 4.7.2022 17:00;No metering data available for this period;1,17;27,20
Monday 4.7.2022 18:00;No metering data available for this period;1,82;27,80
Monday 4.7.2022 19:00;No metering data available for this period;0,46;26,70
Monday 4.7.2022 20:00;No metering data available for this period;1,24;24,80
Monday 4.7.2022 21:00;No metering data available for this period;0,82;23,60
Monday 4.7.2022 22:00;0,77;No metering data available for this period;22,00
Monday 4.7.2022 23:00;1,11;No metering data available for this period;19,90
Tuesday 5.7.2022 00:00;1,08;No metering data available for this period;18,50
Tuesday 5.7.2022 01:00;0,43;No metering data available for this period;18,00
Tuesday 5.7.2022 02:00;0,37;No metering data available for this period;17,10
Tuesday 5.7.2022 03:00;0,26;No metering data available for this period;16,30
Tuesday 5.7.2022 04:00;0,27;No metering data available for this period;15,90
Tuesday 5.7.2022 05:00;0,86;No metering data available for this period;16,10
Tuesday 5.7.2022 06:00;0,38;No metering data available for this period;18,20
Tuesday 5.7.2022 07:00;No metering data available for this period;0,82;20,30
Tuesday 5.7.2022 08:00;No metering data available for this period;1,25;21,30
Tuesday 5.7.2022 09:00;No metering data available for this period;0,29;22,00
Tuesday 5.7.2022 10:00;No metering data available for this period;0,27;23,00
Tuesday 5.7.2022 11:00;No metering data available for this period;1,16;23,80
Tuesday 5.7.2022 12:00;No metering data available for this period;0,30;24,90
Tuesday 5.7.2022 13:00;No metering data available for this period;0,29;25,30
Tuesday 5.7.2022 14:00;No metering data available for this period;0,26;25,30
Tuesday 5.7.2022 15:00;No metering data available for this period;0,32;25,00
Tuesday 5.7.2022 16:00;No metering data available for this period;0,33;22,80
Tuesday 5.7.2022 17:00;No metering data available for this period;0,43;22,30
Tuesday 5.7.2022 18:00;No metering data available for this period;0,91;22,60
Tuesday 5.7.2022 19:00;No metering data available for this period;0,95;22,20
Tuesday 5.7.2022 20:00;No metering data available for this period;1,47;20,10
Tuesday 5.7.2022 21:00;No metering data available for this period;1,18;18,90
Tuesday 5.7.2022 22:00;0,36;No metering data available for this period;18,10
Tuesday 5.7.2022 23:00;0,40;No metering data available for this period;17,50
Wednesday 6.7.2022 00:00;0,36;No metering data available for this period;16,70
Wednesday 6.7.2022 01:00;0,26;No metering data available for this period;15,60
Wednesday 6.7.2022 02:00;0,27;No metering data available for this period;14,50
Wednesday 6.7.2022 03:00;0,27;No metering data available for this period;13,70
Wednesday 6.7.2022 04:00;0,22;No metering data available for this period;13,50
Wednesday 6.7.2022 05:00;0,71;No metering data available for this period;14,20
Wednesday 6.7.2022 06:00;0,49;No metering data available for this period;15,70
Wednesday 6.7.2022 07:00;No metering data available for this period;0,30;17,30
Wednesday 6.7.2022 08:00;No metering data available for this period;0,55;18,10
Wednesday 6.7.2022 09:00;No metering data available for this period;0,28;20,00
Wednesday 6.7.2022 10:00;No metering data available for this period;1,57;20,80
Wednesday 6.7.2022 11:00;No metering data available for this period;0,25;21,60
Wednesday 6.7.2022 12:00;No metering data available for this period;0,27;21,90
Wednesday 6.7.2022 13:00;No metering data available for this period;1,04;22,60
Wednesday 6.7.2022 14:00;No metering data available for this period;0,28;22,90
Wednesday 6.7.2022 15:00;No metering data available for this period;0,30;22,30
Wednesday 6.7.2022 16:00;No metering data available for this period;0,37;22,40
Wednesday 6.7.2022 17:00;No metering data available for this period;0,45;23,00
Wednesday 6.7.2022 18:00;No metering data available for this period;0,58;23,30
Wednesday 6.7.2022 19:00;No metering data available for this period;0,37;21,90
Wednesday 6.7.2022 20:00;No metering data available for this period;1,26;19,60
Wednesday 6.7.2022 21:00;No metering data available for this period;1,89;18,40
Wednesday 6.7.2022 22:00;1,57;No metering data available for this period;17,70
Wednesday 6.7.2022 23:00;0,63;No metering data available for this period;16,20
Thursday 7.7.2022 00:00;0,57;No metering data available for this period;14,90
Thursday 7.7.2022 01:00;0,26;No metering data available for this period;14,00
Thursday 7.7.2022 02:00;0,24;No metering data available for this period;13,20
Thursday 7.7.2022 03:00;0,26;No metering data available for this period;12,40
Thursday 7.7.2022 04:00;0,24;No metering data available for this period;11,80
Thursday 7.7.2022 05:00;0,26;No metering data available for this period;12,00
Thursday 7.7.2022 06:00;0,29;No metering data available for this period;12,80
Thursday 7.7.2022 07:00;No metering data available for this period;0,97;15,60
Thursday 7.7.2022 08:00;No metering data available for this period;0,58;17,60
Thursday 7.7.2022 09:00;No metering data available for this period;0,31;18,30
Thursday 7.7.2022 10:00;No metering data available for this period;0,31;19,20
Thursday 7.7.2022 11:00;No metering data available for this period;0,90;19,70
Thursday 7.7.2022 12:00;No metering data available for this period;0,62;22,00
Thursday 7.7.2022 13:00;No metering data available for this period;0,50;22,30
Thursday 7.7.2022 14:00;No metering data available for this period;1,34;23,40
Thursday 7.7.2022 15:00;No metering data available for this period;0,38;23,30
Thursday 7.7.2022 16:00;No metering data available for this period;0,48;22,70
Thursday 7.7.2022 17:00;No metering data available for this period;0,45;23,00
Thursday 7.7.2022 18:00;No metering data available for this period;1,18;22,00
Thursday 7.7.2022 19:00;No metering data available for this period;0,49;20,50
Thursday 7.7.2022 20:00;No metering data available for this period;0,46;19,50
Thursday 7.7.2022 21:00;No metering data available for this period;0,46;18,80
Thursday 7.7.2022 22:00;0,78;No metering data available for this period;17,80
Thursday 7.7.2022 23:00;0,98;No metering data available for this period;16,60
Friday 8.7.2022 00:00;1,28;No metering data available for this period;15,30
Friday 8.7.2022 01:00;0,25;No metering data available for this period;13,90
Friday 8.7.2022 02:00;0,25;No metering data available for this period;12,80
Friday 8.7.2022 03:00;0,21;No metering data available for this period;11,80
Friday 8.7.2022 04:00;0,24;No metering data available for this period;11,10
Friday 8.7.2022 05:00;0,25;No metering data available for this period;10,90
Friday 8.7.2022 06:00;0,27;No metering data available for this period;11,80
Friday 8.7.2022 07:00;No metering data available for this period;1,36;13,90
Friday 8.7.2022 08:00;No metering data available for this period;0,27;16,70
Friday 8.7.2022 09:00;No metering data available for this period;0,26;18,60
Friday 8.7.2022 10:00;No metering data available for this period;0,43;20,20
Friday 8.7.2022 11:00;No metering data available for this period;0,49;21,20
Friday 8.7.2022 12:00;No metering data available for this period;1,61;22,10
Friday 8.7.2022 13:00;No metering data available for this period;0,30;22,90
Friday 8.7.2022 14:00;No metering data available for this period;0,32;23,20
Friday 8.7.2022 15:00;No metering data available for this period;0,33;23,20
Friday 8.7.2022 16:00;No metering data available for this period;1,45;23,00
Friday 8.7.2022 17:00;No metering data available for this period;1,68;22,70
Friday 8.7.2022 18:00;No metering data available for this period;0,58;22,00
Friday 8.7.2022 19:00;No metering data available for this period;1,70;21,20
Friday 8.7.2022 20:00;No metering data available for this period;0,85;20,70
Friday 8.7.2022 21:00;No metering data available for this period;1,33;20,00
Friday 8.7.2022 22:00;0,49;No metering data available for this period;19,40
Friday 8.7.2022 23:00;0,54;No metering data available for this period;18,50
Saturday 9.7.2022 00:00;0,40;No metering data available for this period;17,80
Saturday 9.7.2022 01:00;0,50;No metering data available for this period;17,30
Saturday 9.7.2022 02:00;0,33;No metering data available for this period;17,00
Saturday 9.7.2022 03:00;0,22;No metering data available for this period;16,60
Saturday 9.7.2022 04:00;0,21;No metering data available for this period;16,30
Saturday 9.7.2022 05:00;0,69;No metering data available for this period;16,40
Saturday 9.7.2022 06:00;0,37;No metering data available for this period;16,80
Saturday 9.7.2022 07:00;No metering data available for this period;0,34;16,70
Saturday 9.7.2022 08:00;No metering data available for this period;1,09;17,00
Saturday 9.7.2022 09:00;No metering data available for this period;0,97;17,80
Saturday 9.7.2022 10:00;No metering data available for this period;1,09;19,00
Saturday 9.7.2022 11:00;No metering data available for this period;0,39;20,40
Saturday 9.7.2022 12:00;No metering data available for this period;0,46;20,60
Saturday 9.7.2022 13:00;No metering data available for this period;0,54;21,60
Saturday 9.7.2022 14:00;No metering data available for this period;0,78;22,00
Saturday 9.7.2022 15:00;No metering data available for this period;1,69;22,80
Saturday 9.7.2022 16:00;No metering data available for this period;1,20;23,00
Saturday 9.7.2022 17:00;No metering data available for this period;0,56;22,10
Saturday 9.7.2022 18:00;No metering data available for this period;0,54;21,50
Saturday 9.7.2022 19:00;No metering data available for this period;0,48;20,50
Saturday 9.7.2022 20:00;No metering data available for this period;0,47;19,70
Saturday 9.7.2022 21:00;No metering data available for this period;0,44;19,20
Saturday 9.7.2022 22:00;0,99;No metering data available for this period;17,90
Saturday 9.7.2022 23:00;0,26;No metering data available for this period;16,20
Sunday 10.7.2022 00:00;0,23;No metering data available for this period;15,20
Sunday 10.7.2022 01:00;0,26;No metering data available for this period;15,00
Sunday 10.7.2022 02:00;0,23;No metering data available for this period;14,70
Sunday 10.7.2022 03:00;0,22;No metering data available for this period;14,50
Sunday 10.7.2022 04:00;0,23;No metering data available for this period;14,20
Sunday 10.7.2022 05:00;0,52;No metering data available for this period;13,90
Sunday 10.7.2022 06:00;0,48;No metering data available for this period;14,70
Sunday 10.7.2022 07:00;No metering data available for this period;0,22;15,60
Sunday 10.7.2022 08:00;No metering data available for this period;1,24;16,60
Sunday 10.7.2022 09:00;No metering data available for this period;0,35;18,20
Sunday 10.7.2022 10:00;No metering data available for this period;0,58;19,80
Sunday 10.7.2022 11:00;No metering data available for this period;0,53;20,60
Sunday 10.7.2022 12:00;No metering data available for this period;2,30;22,80
Sunday 10.7.2022 13:00;No metering data available for this period;0,56;23,90
Sunday 10.7.2022 14:00;No metering data available for this period;0,23;24,10
Sunday 10.7.2022 15:00;No metering data available for this period;0,24;25,20
Sunday 10.7.2022 16:00;No metering data available for this period;1,38;25,60
Sunday 10.7.2022 17:00;No metering data available for this period;1,05;25,50
Sunday 10.7.2022 18:00;No metering data available for this period;0,49;25,80
Sunday 10.7.2022 19:00;No metering data available for this period;0,81;24,60
Sunday 10.7.2022 20:00;No metering data available for this period;0,43;22,50
Sunday 10.7.2022 21:00;No metering data available for this period;1,07;20,70
Sunday 10.7.2022 22:00;0,42;No metering data available for this period;18,50
Sunday 10.7.2022 23:00;1,03;No metering data available for this period;16,80
Monday 11.7.2022 00:00;0,33;No metering data available for this period;15,90
Monday 11.7.2022 01:00;0,24;No metering data available for this period;15,20
Monday 11.7.2022 02:00;0,21;No metering data available for this period;14,30
Monday 11.7.2022 03:00;0,23;No metering data available for this period;13,50
Monday 11.7.2022 04:00;0,23;No metering data available for this period;12,90
Monday 11.7.2022 05:00;0,20;No metering data available for this period;13,10
Monday 11.7.2022 06:00;0,28;No metering data available for this period;14,00
Monday 11.7.2022 07:00;No metering data available for this period;0,40;15,90
Monday 11.7.2022 08:00;No metering data available for this period;2,13;18,10
Monday 11.7.2022 09:00;No metering data available for this period;0,56;20,60
Monday 11.7.2022 10:00;No metering data available for this period;0,29;21,70
Monday 11.7.2022 11:00;No metering data available for this period;0,22;22,00
Monday 11.7.2022 12:00;No metering data available for this period;0,22;22,60
Monday 11.7.2022 13:00;No metering data available for this period;0,23;22,20
Monday 11.7.2022 14:00;No metering data available for this period;1,31;20,90
Monday 11.7.2022 15:00;No metering data available for this period;0,61;23,80
Monday 11.7.2022 16:00;No metering data available for this period;0,60;22,80
Monday 11.7.2022 17:00;No metering data available for this period;0,52;22,30
Monday 11.7.2022 18:00;No metering data available for this period;1,38;22,90
Monday 11.7.2022 19:00;No metering data available for this period;1,63;22,40
Monday 11.7.2022 20:00;No metering data available for this period;0,22;20,80
Monday 11.7.2022 21:00;No metering data available for this period;0,26;19,40
Monday 11.7.2022 22:00;0,38;No metering data available for this period;18,20
Monday 11.7.2022 23:00;0,94;No metering data available for this period;17,00
Tuesday 12.7.2022 00:00;0,22;No metering data available for this period;16,40
Tuesday 12.7.2022 01:00;0,25;No metering data available for this period;15,90
Tuesday 12.7.2022 02:00;0,22;No metering data available for this period;15,60
Tuesday 12.7.2022 03:00;0,21;No metering data available for this period;15,30
Tuesday 12.7.2022 04:00;0,23;No metering data available for this period;15,30
Tuesday 12.7.2022 05:00;0,25;No metering data available for this period;15,50
Tuesday 12.7.2022 06:00;0,20;No metering data available for this period;16,00
Tuesday 12.7.2022 07:00;No metering data available for this period;0,42;16,90
Tuesday 12.7.2022 08:00;No metering data available for this period;1,58;18,30
Tuesday 12.7.2022 09:00;No metering data available for this period;0,88;19,60
Tuesday 12.7.2022 10:00;No metering data available for this period;0,37;20,30
Tuesday 12.7.2022 11:00;No metering data available for this period;0,52;20,30
Tuesday 12.7.2022 12:00;No metering data available for this period;0,80;21,10
Tuesday 12.7.2022 13:00;No metering data available for this period;0,22;22,20
Tuesday 12.7.2022 14:00;No metering data available for this period;0,22;22,10
Tuesday 12.7.2022 15:00;No metering data available for this period;0,23;24,00
Tuesday 12.7.2022 16:00;No metering data available for this period;0,20;25,30
Tuesday 12.7.2022 17:00;No metering data available for this period;0,24;24,90
Tuesday 12.7.2022 18:00;No metering data available for this period;0,82;24,20
Tuesday 12.7.2022 19:00;No metering data available for this period;0,49;23,40
Tuesday 12.7.2022 20:00;No metering data available for this period;1,94;23,10
Tuesday 12.7.2022 21:00;No metering data available for this period;1,14;22,30
Tuesday 12.7.2022 22:00;0,40;No metering data available for this period;21,60
Tuesday 12.7.2022 23:00;0,42;No metering data available for this period;21,00
Wednesday 13.7.2022 00:00;0,30;No metering data available for this period;20,70
Wednesday 13.7.2022 01:00;0,24;No metering data available for this period;20,30
Wednesday 13.7.2022 02:00;0,20;No metering data available for this period;20,00
Wednesday 13.7.2022 03:00;0,23;No metering data available for this period;19,90
Wednesday 13.7.2022 04:00;0,24;No metering data available for this period;19,60
Wednesday 13.7.2022 05:00;0,90;No metering data available for this period;19,40
Wednesday 13.7.2022 06:00;0,26;No metering data available for this period;19,50
Wednesday 13.7.2022 07:00;No metering data available for this period;0,42;19,90
Wednesday 13.7.2022 08:00;No metering data available for this period;1,31;20,60
Wednesday 13.7.2022 09:00;No metering data available for this period;0,78;21,30
Wednesday 13.7.2022 10:00;No metering data available for this period;0,36;21,40
Wednesday 13.7.2022 11:00;No metering data available for this period;0,38;21,10
Wednesday 13.7.2022 12:00;No metering data available for this period;0,37;20,50
Wednesday 13.7.2022 13:00;No metering data available for this period;0,39;21,80
Wednesday 13.7.2022 14:00;No metering data available for this period;1,63;23,50
Wednesday 13.7.2022 15:00;No metering data available for this period;0,37;22,70
Wednesday 13.7.2022 16:00;No metering data available for this period;0,50;22,40
Wednesday 13.7.2022 17:00;No metering data available for this period;0,46;22,30
Wednesday 13.7.2022 18:00;No metering data available for this period;1,80;22,60
Wednesday 13.7.2022 19:00;No metering data available for this period;1,19;21,20
Wednesday 13.7.2022 20:00;No metering data available for this period;0,31;20,50
Wednesday 13.7.2022 21:00;No metering data available for this period;1,19;19,60
Wednesday 13.7.2022 22:00;0,43;No metering data available for this period;18,70
Wednesday 13.7.2022 23:00;0,30;No metering data available for this period;18,20
Thursday 14.7.2022 00:00;0,25;No metering data available for this period;17,30
Thursday 14.7.2022 01:00;0,25;No metering data available for this period;17,10
Thursday 14.7.2022 02:00;0,22;No metering data available for this period;17,10
Thursday 14.7.2022 03:00;0,22;No metering data available for this period;17,20
Thursday 14.7.2022 04:00;0,23;No metering data available for this period;17,20
Thursday 14.7.2022 05:00;0,75;No metering data available for this period;17,50
Thursday 14.7.2022 06:00;0,36;No metering data available for this period;17,60
Thursday 14.7.2022 07:00;No metering data available for this period;0,37;17,70
Thursday 14.7.2022 08:00;No metering data available for this period;0,71;18,10
Thursday 14.7.2022 09:00;No metering data available for this period;1,08;19,20
Thursday 14.7.2022 10:00;No metering data available for this period;0,94;20,50
Thursday 14.7.2022 11:00;No metering data available for this period;1,07;20,80
Thursday 14.7.2022 12:00;No metering data available for this period;0,50;21,10
Thursday 14.7.2022 13:00;No metering data available for this period;0,34;22,00
Thursday 14.7.2022 14:00;No metering data available for this period;0,57;22,60
Thursday 14.7.2022 15:00;No metering data available for this period;0,22;21,70
Thursday 14.7.2022 16:00;No metering data available for this period;0,29;21,00
Thursday 14.7.2022 17:00;No metering data available for this period;0,83;19,30
Thursday 14.7.2022 18:00;No metering data available for this period;0,21;19,60
Thursday 14.7.2022 19:00;No metering data available for this period;4,35;19,30
Thursday 14.7.2022 20:00;No metering data available for this period;4,17;17,60
Thursday 14.7.2022 21:00;No metering data available for this period;0,60;16,90
Thursday 14.7.2022 22:00;0,97;No metering data available for this period;15,90
Thursday 14.7.2022 23:00;0,62;No metering data available for this period;14,40
Friday 15.7.2022 00:00;0,50;No metering data available for this period;13,40
Friday 15.7.2022 01:00;0,38;No metering data available for this period;13,10
Friday 15.7.2022 02:00;0,31;No metering data available for this period;12,60
Friday 15.7.2022 03:00;0,29;No metering data available for this period;12,00
Friday 15.7.2022 04:00;0,31;No metering data available for this period;12,00
Friday 15.7.2022 05:00;0,81;No metering data available for this period;12,30
Friday 15.7.2022 06:00;0,36;No metering data available for this period;12,80
Friday 15.7.2022 07:00;No metering data available for this period;1,19;13,30
Friday 15.7.2022 08:00;No metering data available for this period;0,25;15,20
Friday 15.7.2022 09:00;No metering data available for this period;0,92;16,90
Friday 15.7.2022 10:00;No metering data available for this period;0,29;18,50
Friday 15.7.2022 11:00;No metering data available for this period;0,39;18,40
Friday 15.7.2022 12:00;No metering data available for this period;0,27;16,60
Friday 15.7.2022 13:00;No metering data available for this period;0,82;17,30
Friday 15.7.2022 14:00;No metering data available for this period;1,11;19,60
Friday 15.7.2022 15:00;No metering data available for this period;0,38;19,40
Friday 15.7.2022 16:00;No metering data available for this period;1,41;20,10
Friday 15.7.2022 17:00;No metering data available for this period;0,56;20,00
Friday 15.7.2022 18:00;No metering data available for this period;2,06;19,50
Friday 15.7.2022 19:00;No metering data available for this period;0,47;18,70
Friday 15.7.2022 20:00;No metering data available for this period;0,45;17,00
Friday 15.7.2022 21:00;No metering data available for this period;1,12;15,90
Friday 15.7.2022 22:00;0,30;No metering data available for this period;14,60
Friday 15.7.2022 23:00;0,31;No metering data available for this period;13,70
Saturday 16.7.2022 00:00;0,92;No metering data available for this period;12,70
Saturday 16.7.2022 01:00;0,25;No metering data available for this period;11,40
Saturday 16.7.2022 02:00;0,27;No metering data available for this period;10,70
Saturday 16.7.2022 03:00;0,85;No metering data available for this period;10,40
Saturday 16.7.2022 04:00;0,23;No metering data available for this period;10,40
Saturday 16.7.2022 05:00;0,31;No metering data available for this period;10,40
Saturday 16.7.2022 06:00;1,16;No metering data available for this period;11,50
Saturday 16.7.2022 07:00;No metering data available for this period;0,97;13,10
Saturday 16.7.2022 08:00;No metering data available for this period;1,00;14,20
Saturday 16.7.2022 09:00;No metering data available for this period;2,74;14,80
Saturday 16.7.2022 10:00;No metering data available for this period;0,45;15,20
Saturday 16.7.2022 11:00;No metering data available for this period;0,23;16,00
Saturday 16.7.2022 12:00;No metering data available for this period;0,91;16,80
Saturday 16.7.2022 13:00;No metering data available for this period;0,25;16,80
Saturday 16.7.2022 14:00;No metering data available for this period;0,38;18,00
Saturday 16.7.2022 15:00;No metering data available for this period;0,76;17,80
Saturday 16.7.2022 16:00;No metering data available for this period;0,21;16,00
Saturday 16.7.2022 17:00;No metering data available for this period;0,25;16,60
Saturday 16.7.2022 18:00;No metering data available for this period;0,23;17,60
Saturday 16.7.2022 19:00;No metering data available for this period;1,67;16,70
Saturday 16.7.2022 20:00;No metering data available for this period;0,52;15,60
Saturday 16.7.2022 21:00;No metering data available for this period;0,48;14,80
Saturday 16.7.2022 22:00;0,55;No metering data available for this period;14,00
Saturday 16.7.2022 23:00;1,11;No metering data available for this period;13,20
Sunday 17.7.2022 00:00;0,44;No metering data available for this period;12,50
Sunday 17.7.2022 01:00;0,48;No metering data available for this period;12,40
Sunday 17.7.2022 02:00;0,68;No metering data available for this period;13,10
Sunday 17.7.2022 03:00;0,42;No metering data available for this period;13,00
Sunday 17.7.2022 04:00;0,35;No metering data available for this period;13,00
Sunday 17.7.2022 05:00;0,73;No metering data available for this period;13,30
Sunday 17.7.2022 06:00;0,39;No metering data available for this period;13,70
Sunday 17.7.2022 07:00;No metering data available for this period;0,24;14,50
Sunday 17.7.2022 08:00;No metering data available for this period;1,25;15,00
Sunday 17.7.2022 09:00;No metering data available for this period;0,34;15,70
Sunday 17.7.2022 10:00;No metering data available for this period;0,22;16,00
Sunday 17.7.2022 11:00;No metering data available for this period;1,53;17,00
Sunday 17.7.2022 12:00;No metering data available for this period;1,01;18,40
Sunday 17.7.2022 13:00;No metering data available for this period;0,55;17,80
Sunday 17.7.2022 14:00;No metering data available for this period;1,24;17,60
Sunday 17.7.2022 15:00;No metering data available for this period;0,25;17,40
Sunday 17.7.2022 16:00;No metering data available for this period;1,17;17,30
Sunday 17.7.2022 17:00;No metering data available for this period;0,43;17,60
Sunday 17.7.2022 18:00;No metering data available for this period;0,47;16,60
Sunday 17.7.2022 19:00;No metering data available for this period;1,29;15,90
Sunday 17.7.2022 20:00;No metering data available for this period;1,24;15,00
Sunday 17.7.2022 21:00;No metering data available for this period;2,67;14,70
Sunday 17.7.2022 22:00;0,54;No metering data available for this period;13,90
Sunday 17.7.2022 23:00;0,30;No metering data available for this period;13,50
Monday 18.7.2022 00:00;2,27;No metering data available for this period;13,30
Monday 18.7.2022 01:00;0,27;No metering data available for this period;13,10
Monday 18.7.2022 02:00;0,25;No metering data available for this period;13,00
Monday 18.7.2022 03:00;0,36;No metering data available for this period;12,90
Monday 18.7.2022 04:00;0,27;No metering data available for this period;12,60
Monday 18.7.2022 05:00;0,21;No metering data available for this period;12,20
Monday 18.7.2022 06:00;0,25;No metering data available for this period;12,70
Monday 18.7.2022 07:00;No metering data available for this period;0,34;13,60
Monday 18.7.2022 08:00;No metering data available for this period;1,13;14,40
Monday 18.7.2022 09:00;No metering data available for this period;0,36;15,90
Monday 18.7.2022 10:00;No metering data available for this period;0,92;17,30
Monday 18.7.2022 11:00;No metering data available for this period;1,31;18,80
Monday 18.7.2022 12:00;No metering data available for this period;0,75;19,90
Monday 18.7.2022 13:00;No metering data available for this period;1,83;20,20
Monday 18.7.2022 14:00;No metering data available for this period;0,45;20,40
Monday 18.7.2022 15:00;No metering data available for this period;1,11;21,70
Monday 18.7.2022 16:00;No metering data available for this period;2,02;22,10
Monday 18.7.2022 17:00;No metering data available for this period;0,61;20,80
Monday 18.7.2022 18:00;No metering data available for this period;0,71;20,40
Monday 18.7.2022 19:00;No metering data available for this period;0,48;19,20
Monday 18.7.2022 20:00;No metering data available for this period;1,59;18,70
Monday 18.7.2022 21:00;No metering data available for this period;2,06;18,00
Monday 18.7.2022 22:00;0,40;No metering data available for this period;17,00
