Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Monday 21.3.2022 06:00;0,96;No metering data available for this period;-2,50
Monday 21.3.2022 07:00;No metering data available for this period;1,06;-2,00
Monday 21.3.2022 08:00;No metering data available for this period;2,57;-0,50
Monday 21.3.2022 09:00;No metering data available for this period;0,84;2,30
Monday 21.3.2022 10:00;No metering data available for this period;0,63;7,30
Monday 21.3.2022 11:00;No metering data available for this period;1,72;8,70
Monday 21.3.2022 12:00;No metering data available for this period;0,96;9,40
Monday 21.3.2022 13:00;No metering data available for this period;1,93;9,80
Monday 21.3.2022 14:00;No metering data available for this period;1,48;10,20
Monday 21.3.2022 15:00;No metering data available for this period;0,30;10,20
Monday 21.3.2022 16:00;No metering data available for this period;0,91;9,10
Monday 21.3.2022 17:00;No metering data available for this period;1,60;7,50
Monday 21.3.2022 18:00;No metering data available for this period;1,33;5,20
Monday 21.3.2022 19:00;No metering data available for this period;2,65;3,30
Monday 21.3.2022 20:00;No metering data available for this period;6,23;2,60
Monday 21.3.2022 21:00;No metering data available for this period;2,74;2,00
Monday 21.3.2022 22:00;0,76;No metering data available for this period;1,50
Monday 21.3.2022 23:00;0,95;No metering data available for this period;0,80
Tuesday 22.3.2022 00:00;1,37;No metering data available for this period;0,30
Tuesday 22.3.2022 01:00;0,83;No metering data available for this period;-0,20
Tuesday 22.3.2022 02:00;0,80;No metering data available for this period;-0,70
Tuesday 22.3.2022 03:00;0,84;No metering data available for this period;-1,50
Tuesday 22.3.2022 04:00;0,97;No metering data available for this period;-1,70
Tuesday 22.3.2022 05:00;1,05;No metering data available for this period;-2,00
Tuesday 22.3.2022 06:00;1,52;No metering data available for this period;-2,40
Tuesday 22.3.2022 07:00;No metering data available for this period;1,05;-2,10
Tuesday 22.3.2022 08:00;No metering data available for this period;1,25;-0,50
Tuesday 22.3.2022 09:00;No metering data available for this period;1,80;1,80
Tuesday 22.3.2022 10:00;No metering data available for this period;1,00;3,60
Tuesday 22.3.2022 11:00;No metering data available for this period;0,97;5,30
Tuesday 22.3.2022 12:00;No metering data available for this period;0,96;6,70
Tuesday 22.3.2022 13:00;No metering data available for this period;1,93;7,80
Tuesday 22.3.2022 14:00;No metering data available for this period;1,03;8,30
Tuesday 22.3.2022 15:00;No metering data available for this period;3,07;8,30
Tuesday 22.3.2022 16:00;No metering data available for this period;3,35;7,50
Tuesday 22.3.2022 17:00;No metering data available for this period;1,40;6,10
Tuesday 22.3.2022 18:00;No metering data available for this period;1,39;4,00
Tuesday 22.3.2022 19:00;No metering data available for this period;2,52;2,30
Tuesday 22.3.2022 20:00;No metering data available for this period;0,84;1,20
Tuesday 22.3.2022 21:00;No metering data available for this period;2,17;0,40
Tuesday 22.3.2022 22:00;1,00;No metering data available for this period;-0,10
Tuesday 22.3.2022 23:00;0,74;No metering data available for this period;-0,10
Wednesday 23.3.2022 00:00;1,01;No metering data available for this period;-0,30
Wednesday 23.3.2022 01:00;0,89;No metering data available for this period;-0,70
Wednesday 23.3.2022 02:00;0,91;No metering data available for this period;-1,10
Wednesday 23.3.2022 03:00;0,90;No metering data available for this period;-1,50
Wednesday 23.3.2022 04:00;0,90;No metering data available for this period;-1,80
Wednesday 23.3.2022 05:00;1,40;No metering data available for this period;-1,90
Wednesday 23.3.2022 06:00;0,92;No metering data available for this period;-2,20
Wednesday 23.3.2022 07:00;No metering data available for this period;1,67;-1,40
Wednesday 23.3.2022 08:00;No metering data available for this period;1,11;0,10
Wednesday 23.3.2022 09:00;No metering data available for this period;1,90;1,20
Wednesday 23.3.2022 10:00;No metering data available for this period;0,96;2,40
Wednesday 23.3.2022 11:00;No metering data available for this period;0,80;3,70
Wednesday 23.3.2022 12:00;No metering data available for this period;0,82;4,70
Wednesday 23.3.2022 13:00;No metering data available for this period;1,30;5,50
Wednesday 23.3.2022 14:00;No metering data available for this period;0,29;6,00
Wednesday 23.3.2022 15:00;No metering data available for this period;0,85;6,10
Wednesday 23.3.2022 16:00;No metering data available for this period;1,74;5,90
Wednesday 23.3.2022 17:00;No metering data available for this period;1,25;4,70
Wednesday 23.3.2022 18:00;No metering data available for this period;1,02;3,30
Wednesday 23.3.2022 19:00;No metering data available for this period;2,21;1,70
Wednesday 23.3.2022 20:00;No metering data available for this period;1,70;0,70
Wednesday 23.3.2022 21:00;No metering data available for this period;2,33;-0,10
Wednesday 23.3.2022 22:00;1,29;No metering data available for this period;-0,80
Wednesday 23.3.2022 23:00;1,39;No metering data available for this period;-1,30
Thursday 24.3.2022 00:00;1,41;No metering data available for this period;-1,50
Thursday 24.3.2022 01:00;0,92;No metering data available for this period;-1,50
Thursday 24.3.2022 02:00;0,94;No metering data available for this period;-1,50
Thursday 24.3.2022 03:00;0,95;No metering data available for this period;-1,60
Thursday 24.3.2022 04:00;1,04;No metering data available for this period;-1,70
Thursday 24.3.2022 05:00;0,71;No metering data available for this period;-1,50
Thursday 24.3.2022 06:00;1,20;No metering data available for this period;-0,90
Thursday 24.3.2022 07:00;No metering data available for this period;2,01;0,10
Thursday 24.3.2022 08:00;No metering data available for this period;1,12;1,50
Thursday 24.3.2022 09:00;No metering data available for this period;1,02;3,10
Thursday 24.3.2022 10:00;No metering data available for this period;1,61;5,90
Thursday 24.3.2022 11:00;No metering data available for this period;0,82;8,30
Thursday 24.3.2022 12:00;No metering data available for this period;0,52;9,20
Thursday 24.3.2022 13:00;No metering data available for this period;1,16;9,90
Thursday 24.3.2022 14:00;No metering data available for this period;0,44;9,40
Thursday 24.3.2022 15:00;No metering data available for this period;2,05;8,90
Thursday 24.3.2022 16:00;No metering data available for this period;2,44;8,20
Thursday 24.3.2022 17:00;No metering data available for this period;1,04;6,80
Thursday 24.3.2022 18:00;No metering data available for this period;1,61;5,30
Thursday 24.3.2022 19:00;No metering data available for this period;3,68;4,50
Thursday 24.3.2022 20:00;No metering data available for this period;4,72;4,10
Thursday 24.3.2022 21:00;No metering data available for this period;2,38;3,50
Thursday 24.3.2022 22:00;1,65;No metering data available for this period;3,10
Thursday 24.3.2022 23:00;1,50;No metering data available for this period;2,90
Friday 25.3.2022 00:00;0,91;No metering data available for this period;2,70
Friday 25.3.2022 01:00;0,70;No metering data available for this period;2,40
Friday 25.3.2022 02:00;0,66;No metering data available for this period;2,50
Friday 25.3.2022 03:00;1,25;No metering data available for this period;2,50
Friday 25.3.2022 04:00;0,92;No metering data available for this period;2,40
Friday 25.3.2022 05:00;1,01;No metering data available for this period;2,30
Friday 25.3.2022 06:00;1,43;No metering data available for this period;2,20
Friday 25.3.2022 07:00;No metering data available for this period;1,23;3,00
Friday 25.3.2022 08:00;No metering data available for this period;1,75;4,00
Friday 25.3.2022 09:00;No metering data available for this period;0,65;4,50
Friday 25.3.2022 10:00;No metering data available for this period;1,81;4,90
Friday 25.3.2022 11:00;No metering data available for this period;1,07;5,20
Friday 25.3.2022 12:00;No metering data available for this period;0,96;5,40
Friday 25.3.2022 13:00;No metering data available for this period;0,94;6,30
Friday 25.3.2022 14:00;No metering data available for this period;1,64;7,00
Friday 25.3.2022 15:00;No metering data available for this period;0,38;7,20
Friday 25.3.2022 16:00;No metering data available for this period;1,10;6,90
Friday 25.3.2022 17:00;No metering data available for this period;2,03;6,10
Friday 25.3.2022 18:00;No metering data available for this period;1,40;5,40
Friday 25.3.2022 19:00;No metering data available for this period;2,43;5,10
Friday 25.3.2022 20:00;No metering data available for this period;1,36;4,60
Friday 25.3.2022 21:00;No metering data available for this period;1,32;5,00
Friday 25.3.2022 22:00;1,06;No metering data available for this period;5,00
Friday 25.3.2022 23:00;1,52;No metering data available for this period;4,70
Saturday 26.3.2022 00:00;0,72;No metering data available for this period;4,20
Saturday 26.3.2022 01:00;0,75;No metering data available for this period;3,30
Saturday 26.3.2022 02:00;0,80;No metering data available for this period;2,90
Saturday 26.3.2022 03:00;0,83;No metering data available for this period;2,70
Saturday 26.3.2022 04:00;0,92;No metering data available for this period;2,70
Saturday 26.3.2022 05:00;1,44;No metering data available for this period;2,10
Saturday 26.3.2022 06:00;1,02;No metering data available for this period;2,10
Saturday 26.3.2022 07:00;No metering data available for this period;1,44;2,40
Saturday 26.3.2022 08:00;No metering data available for this period;1,39;3,10
Saturday 26.3.2022 09:00;No metering data available for this period;2,24;3,10
Saturday 26.3.2022 10:00;No metering data available for this period;1,32;2,60
Saturday 26.3.2022 11:00;No metering data available for this period;2,15;2,30
Saturday 26.3.2022 12:00;No metering data available for this period;2,03;1,60
Saturday 26.3.2022 13:00;No metering data available for this period;2,98;1,20
Saturday 26.3.2022 14:00;No metering data available for this period;1,39;1,10
Saturday 26.3.2022 15:00;No metering data available for this period;1,60;0,70
Saturday 26.3.2022 16:00;No metering data available for this period;2,08;0,20
Saturday 26.3.2022 17:00;No metering data available for this period;1,26;0,00
Saturday 26.3.2022 18:00;No metering data available for this period;1,65;-0,40
Saturday 26.3.2022 19:00;No metering data available for this period;1,70;-1,20
Saturday 26.3.2022 20:00;No metering data available for this period;2,90;-1,50
Saturday 26.3.2022 21:00;No metering data available for this period;2,24;-1,50
Saturday 26.3.2022 22:00;1,96;No metering data available for this period;-1,70
Saturday 26.3.2022 23:00;1,40;No metering data available for this period;-2,00
Sunday 27.3.2022 00:00;1,30;No metering data available for this period;-2,60
Sunday 27.3.2022 01:00;1,18;No metering data available for this period;-3,10
Sunday 27.3.2022 02:00;1,16;No metering data available for this period;-3,40
Sunday 27.3.2022 04:00;1,14;No metering data available for this period;-3,70
Sunday 27.3.2022 05:00;1,71;No metering data available for this period;-4,20
Sunday 27.3.2022 06:00;1,20;No metering data available for this period;-4,60
Sunday 27.3.2022 07:00;No metering data available for this period;1,55;-4,90
Sunday 27.3.2022 08:00;No metering data available for this period;2,77;-4,00
Sunday 27.3.2022 09:00;No metering data available for this period;1,44;-3,00
Sunday 27.3.2022 10:00;No metering data available for this period;1,25;-2,00
Sunday 27.3.2022 11:00;No metering data available for this period;1,84;-1,00
Sunday 27.3.2022 12:00;No metering data available for this period;1,41;-0,10
Sunday 27.3.2022 13:00;No metering data available for this period;1,75;0,70
Sunday 27.3.2022 14:00;No metering data available for this period;1,30;1,30
Sunday 27.3.2022 15:00;No metering data available for this period;1,89;1,70
Sunday 27.3.2022 16:00;No metering data available for this period;0,99;1,30
Sunday 27.3.2022 17:00;No metering data available for this period;1,43;0,20
Sunday 27.3.2022 18:00;No metering data available for this period;1,05;-0,70
Sunday 27.3.2022 19:00;No metering data available for this period;7,24;-1,90
Sunday 27.3.2022 20:00;No metering data available for this period;2,89;-2,00
Sunday 27.3.2022 21:00;No metering data available for this period;2,06;-1,50
Sunday 27.3.2022 22:00;1,57;No metering data available for this period;-1,40
Sunday 27.3.2022 23:00;1,78;No metering data available for this period;-0,90
Monday 28.3.2022 00:00;2,01;No metering data available for this period;0,30
Monday 28.3.2022 01:00;1,09;No metering data available for this period;0,90
Monday 28.3.2022 02:00;0,99;No metering data available for this period;0,90
Monday 28.3.2022 03:00;0,95;No metering data available for this period;1,20
Monday 28.3.2022 04:00;0,96;No metering data available for this period;1,30
Monday 28.3.2022 05:00;0,96;No metering data available for this period;1,80
Monday 28.3.2022 06:00;2,46;No metering data available for this period;2,20
Monday 28.3.2022 07:00;No metering data available for this period;2,32;2,40
Monday 28.3.2022 08:00;No metering data available for this period;1,27;3,10
Monday 28.3.2022 09:00;No metering data available for this period;2,15;3,80
Monday 28.3.2022 10:00;No metering data available for this period;1,26;4,20
Monday 28.3.2022 11:00;No metering data available for this period;0,93;5,10
Monday 28.3.2022 12:00;No metering data available for this period;0,82;5,60
Monday 28.3.2022 13:00;No metering data available for this period;1,44;5,50
Monday 28.3.2022 14:00;No metering data available for this period;1,02;6,00
Monday 28.3.2022 15:00;No metering data available for this period;2,05;6,10
Monday 28.3.2022 16:00;No metering data available for this period;0,79;5,90
Monday 28.3.2022 17:00;No metering data available for this period;2,35;5,20
Monday 28.3.2022 18:00;No metering data available for this period;0,96;4,00
Monday 28.3.2022 19:00;No metering data available for this period;1,07;2,30
Monday 28.3.2022 20:00;No metering data available for this period;1,08;1,10
Monday 28.3.2022 21:00;No metering data available for this period;1,82;-0,30
Monday 28.3.2022 22:00;1,19;No metering data available for this period;-1,20
Monday 28.3.2022 23:00;1,65;No metering data available for this period;-1,60
Tuesday 29.3.2022 00:00;1,02;No metering data available for this period;-2,00
Tuesday 29.3.2022 01:00;1,03;No metering data available for this period;-2,20
Tuesday 29.3.2022 02:00;1,50;No metering data available for this period;-2,70
Tuesday 29.3.2022 03:00;1,04;No metering data available for this period;-2,80
Tuesday 29.3.2022 04:00;1,04;No metering data available for this period;-3,00
Tuesday 29.3.2022 05:00;1,20;No metering data available for this period;-3,40
Tuesday 29.3.2022 06:00;1,02;No metering data available for this period;-3,50
Tuesday 29.3.2022 07:00;No metering data available for this period;1,18;-3,40
Tuesday 29.3.2022 08:00;No metering data available for this period;1,62;-3,20
Tuesday 29.3.2022 09:00;No metering data available for this period;1,49;-2,60
Tuesday 29.3.2022 10:00;No metering data available for this period;1,10;-2,00
Tuesday 29.3.2022 11:00;No metering data available for this period;1,60;-1,70
Tuesday 29.3.2022 12:00;No metering data available for this period;1,06;-1,10
Tuesday 29.3.2022 13:00;No metering data available for this period;1,25;-0,50
Tuesday 29.3.2022 14:00;No metering data available for this period;0,77;0,40
Tuesday 29.3.2022 15:00;No metering data available for this period;1,11;0,90
Tuesday 29.3.2022 16:00;No metering data available for this period;1,03;1,20
Tuesday 29.3.2022 17:00;No metering data available for this period;2,17;0,00
Tuesday 29.3.2022 18:00;No metering data available for this period;1,81;-0,50
Tuesday 29.3.2022 19:00;No metering data available for this period;1,65;-1,50
Tuesday 29.3.2022 20:00;No metering data available for this period;1,77;-2,40
Tuesday 29.3.2022 21:00;No metering data available for this period;1,37;-3,40
Tuesday 29.3.2022 22:00;2,54;No metering data available for this period;-4,20
Tuesday 29.3.2022 23:00;1,21;No metering data available for this period;-4,60
Wednesday 30.3.2022 00:00;1,11;No metering data available for this period;-4,80
Wednesday 30.3.2022 01:00;1,57;No metering data available for this period;-5,20
Wednesday 30.3.2022 02:00;1,05;No metering data available for this period;-5,60
Wednesday 30.3.2022 03:00;1,21;No metering data available for this period;-5,80
Wednesday 30.3.2022 04:00;1,17;No metering data available for this period;-5,90
Wednesday 30.3.2022 05:00;1,21;No metering data available for this period;-6,30
Wednesday 30.3.2022 06:00;1,10;No metering data available for this period;-6,20
Wednesday 30.3.2022 07:00;No metering data available for this period;1,42;-5,80
Wednesday 30.3.2022 08:00;No metering data available for this period;1,56;-4,70
Wednesday 30.3.2022 09:00;No metering data available for this period;1,33;-2,90
Wednesday 30.3.2022 10:00;No metering data available for this period;1,22;-0,90
Wednesday 30.3.2022 11:00;No metering data available for this period;2,00;0,40
Wednesday 30.3.2022 12:00;No metering data available for this period;1,01;1,30
Wednesday 30.3.2022 13:00;No metering data available for this period;1,45;1,60
Wednesday 30.3.2022 14:00;No metering data available for this period;1,15;1,20
Wednesday 30.3.2022 15:00;No metering data available for this period;1,41;0,90
Wednesday 30.3.2022 16:00;No metering data available for this period;1,93;1,20
Wednesday 30.3.2022 17:00;No metering data available for this period;1,22;0,90
Wednesday 30.3.2022 18:00;No metering data available for this period;1,25;0,20
Wednesday 30.3.2022 19:00;No metering data available for this period;0,90;-0,70
Wednesday 30.3.2022 20:00;No metering data available for this period;1,22;-1,30
Wednesday 30.3.2022 21:00;No metering data available for this period;3,01;-2,20
Wednesday 30.3.2022 22:00;1,56;No metering data available for this period;-2,80
Wednesday 30.3.2022 23:00;1,59;No metering data available for this period;-3,40
Thursday 31.3.2022 00:00;1,55;No metering data available for this period;-4,00
Thursday 31.3.2022 01:00;1,26;No metering data available for this period;-4,70
Thursday 31.3.2022 02:00;1,42;No metering data available for this period;-5,40
Thursday 31.3.2022 03:00;1,41;No metering data available for this period;-6,00
Thursday 31.3.2022 04:00;1,37;No metering data available for this period;-6,60
Thursday 31.3.2022 05:00;2,01;No metering data available for this period;-7,00
Thursday 31.3.2022 06:00;1,48;No metering data available for this period;-7,50
Thursday 31.3.2022 07:00;No metering data available for this period;1,54;-7,50
Thursday 31.3.2022 08:00;No metering data available for this period;1,31;-6,10
Thursday 31.3.2022 09:00;No metering data available for this period;1,79;-3,90
Thursday 31.3.2022 10:00;No metering data available for this period;1,60;-1,50
Thursday 31.3.2022 11:00;No metering data available for this period;1,91;0,10
Thursday 31.3.2022 12:00;No metering data available for this period;2,11;1,30
Thursday 31.3.2022 13:00;No metering data available for this period;1,36;1,90
Thursday 31.3.2022 14:00;No metering data available for this period;1,05;2,10
Thursday 31.3.2022 15:00;No metering data available for this period;1,36;2,30
Thursday 31.3.2022 16:00;No metering data available for this period;2,82;2,60
Thursday 31.3.2022 17:00;No metering data available for this period;1,56;1,60
Thursday 31.3.2022 18:00;No metering data available for this period;1,52;1,40
Thursday 31.3.2022 19:00;No metering data available for this period;1,09;0,50
Thursday 31.3.2022 20:00;No metering data available for this period;1,41;-0,60
Thursday 31.3.2022 21:00;No metering data available for this period;1,49;-1,30
Thursday 31.3.2022 22:00;2,20;No metering data available for this period;-1,90
Thursday 31.3.2022 23:00;1,37;No metering data available for this period;-2,50
Friday 1.4.2022 00:00;1,33;No metering data available for this period;-3,40
Friday 1.4.2022 01:00;1,55;No metering data available for this period;-4,20
Friday 1.4.2022 02:00;1,13;No metering data available for this period;-4,70
Friday 1.4.2022 03:00;1,31;No metering data available for this period;-5,40
Friday 1.4.2022 04:00;1,33;No metering data available for this period;-6,10
Friday 1.4.2022 05:00;1,30;No metering data available for this period;-6,40
Friday 1.4.2022 06:00;1,44;No metering data available for this period;-7,10
Friday 1.4.2022 07:00;No metering data available for this period;3,25;-7,10
Friday 1.4.2022 08:00;No metering data available for this period;2,08;-5,80
Friday 1.4.2022 09:00;No metering data available for this period;1,52;-3,20
Friday 1.4.2022 10:00;No metering data available for this period;1,36;-0,70
Friday 1.4.2022 11:00;No metering data available for this period;1,10;0,90
Friday 1.4.2022 12:00;No metering data available for this period;1,63;1,90
Friday 1.4.2022 13:00;No metering data available for this period;0,99;2,40
Friday 1.4.2022 14:00;No metering data available for this period;1,21;2,70
Friday 1.4.2022 15:00;No metering data available for this period;0,86;3,10
Friday 1.4.2022 16:00;No metering data available for this period;2,08;2,80
Friday 1.4.2022 17:00;No metering data available for this period;1,07;3,00
Friday 1.4.2022 18:00;No metering data available for this period;2,06;1,90
Friday 1.4.2022 19:00;No metering data available for this period;1,42;1,10
Friday 1.4.2022 20:00;No metering data available for this period;1,59;-0,50
Friday 1.4.2022 21:00;No metering data available for this period;2,02;-1,40
Friday 1.4.2022 22:00;1,55;No metering data available for this period;-2,30
Friday 1.4.2022 23:00;2,19;No metering data available for this period;-3,20
Saturday 2.4.2022 00:00;1,20;No metering data available for this period;-4,00
Saturday 2.4.2022 01:00;1,29;No metering data available for this period;-4,60
Saturday 2.4.2022 02:00;1,32;No metering data available for this period;-5,40
Saturday 2.4.2022 03:00;1,29;No metering data available for this period;-6,00
Saturday 2.4.2022 04:00;1,60;No metering data available for this period;-6,60
Saturday 2.4.2022 05:00;1,41;No metering data available for this period;-7,00
Saturday 2.4.2022 06:00;1,53;No metering data available for this period;-7,50
Saturday 2.4.2022 07:00;No metering data available for this period;1,99;-7,60
Saturday 2.4.2022 08:00;No metering data available for this period;1,41;-6,20
Saturday 2.4.2022 09:00;No metering data available for this period;1,50;-3,50
Saturday 2.4.2022 10:00;No metering data available for this period;2,11;-1,10
Saturday 2.4.2022 11:00;No metering data available for this period;2,08;0,70
Saturday 2.4.2022 12:00;No metering data available for this period;1,11;2,00
Saturday 2.4.2022 13:00;No metering data available for this period;2,36;2,90
Saturday 2.4.2022 14:00;No metering data available for this period;1,15;4,00
Saturday 2.4.2022 15:00;No metering data available for this period;1,03;3,50
Saturday 2.4.2022 16:00;No metering data available for this period;1,67;3,90
Saturday 2.4.2022 17:00;No metering data available for this period;1,31;4,00
Saturday 2.4.2022 18:00;No metering data available for this period;2,38;2,60
Saturday 2.4.2022 19:00;No metering data available for this period;1,11;1,10
Saturday 2.4.2022 20:00;No metering data available for this period;1,50;-0,70
Saturday 2.4.2022 21:00;No metering data available for this period;3,38;-1,80
Saturday 2.4.2022 22:00;2,33;No metering data available for this period;-2,60
Saturday 2.4.2022 23:00;1,23;No metering data available for this period;-3,20
Sunday 3.4.2022 00:00;1,23;No metering data available for this period;-3,60
Sunday 3.4.2022 01:00;1,26;No metering data available for this period;-3,80
Sunday 3.4.2022 02:00;1,11;No metering data available for this period;-3,70
Sunday 3.4.2022 03:00;1,24;No metering data available for this period;-4,00
Sunday 3.4.2022 04:00;1,29;No metering data available for this period;-4,30
Sunday 3.4.2022 05:00;1,27;No metering data available for this period;-4,80
Sunday 3.4.2022 06:00;1,22;No metering data available for this period;-4,30
Sunday 3.4.2022 07:00;No metering data available for this period;1,34;-3,80
Sunday 3.4.2022 08:00;No metering data available for this period;1,38;-2,90
Sunday 3.4.2022 09:00;No metering data available for this period;1,70;-1,00
Sunday 3.4.2022 10:00;No metering data available for this period;1,52;0,90
Sunday 3.4.2022 11:00;No metering data available for this period;1,77;2,50
Sunday 3.4.2022 12:00;No metering data available for this period;1,26;4,00
Sunday 3.4.2022 13:00;No metering data available for this period;1,09;4,90
Sunday 3.4.2022 14:00;No metering data available for this period;1,98;5,10
Sunday 3.4.2022 15:00;No metering data available for this period;1,49;5,60
Sunday 3.4.2022 16:00;No metering data available for this period;1,24;4,80
Sunday 3.4.2022 17:00;No metering data available for this period;6,33;4,70
Sunday 3.4.2022 18:00;No metering data available for this period;3,60;3,60
Sunday 3.4.2022 19:00;No metering data available for this period;2,34;2,70
Sunday 3.4.2022 20:00;No metering data available for this period;1,43;1,40
Sunday 3.4.2022 21:00;No metering data available for this period;1,60;0,80
Sunday 3.4.2022 22:00;1,98;No metering data available for this period;0,40
Sunday 3.4.2022 23:00;1,20;No metering data available for this period;0,20
Monday 4.4.2022 00:00;1,38;No metering data available for this period;0,80
Monday 4.4.2022 01:00;1,04;No metering data available for this period;0,80
Monday 4.4.2022 02:00;1,05;No metering data available for this period;0,70
Monday 4.4.2022 03:00;0,99;No metering data available for this period;0,90
Monday 4.4.2022 04:00;1,47;No metering data available for this period;0,80
Monday 4.4.2022 05:00;1,05;No metering data available for this period;0,30
Monday 4.4.2022 06:00;1,20;No metering data available for this period;0,30
Monday 4.4.2022 07:00;No metering data available for this period;1,48;0,90
Monday 4.4.2022 08:00;No metering data available for this period;1,32;1,80
Monday 4.4.2022 09:00;No metering data available for this period;1,12;2,60
Monday 4.4.2022 10:00;No metering data available for this period;0,96;2,90
Monday 4.4.2022 11:00;No metering data available for this period;0,95;2,50
Monday 4.4.2022 12:00;No metering data available for this period;1,58;3,00
Monday 4.4.2022 13:00;No metering data available for this period;1,83;2,30
Monday 4.4.2022 14:00;No metering data available for this period;2,07;1,90
Monday 4.4.2022 15:00;No metering data available for this period;1,58;1,60
Monday 4.4.2022 16:00;No metering data available for this period;1,10;1,30
Monday 4.4.2022 17:00;No metering data available for this period;2,08;1,30
Monday 4.4.2022 18:00;No metering data available for this period;1,72;1,20
Monday 4.4.2022 19:00;No metering data available for this period;1,26;1,00
Monday 4.4.2022 20:00;No metering data available for this period;2,37;1,00
Monday 4.4.2022 21:00;No metering data available for this period;1,35;1,00
Monday 4.4.2022 22:00;1,21;No metering data available for this period;1,00
Monday 4.4.2022 23:00;1,09;No metering data available for this period;0,90
Tuesday 5.4.2022 00:00;1,27;No metering data available for this period;0,90
Tuesday 5.4.2022 01:00;1,05;No metering data available for this period;1,00
Tuesday 5.4.2022 02:00;1,01;No metering data available for this period;0,90
Tuesday 5.4.2022 03:00;1,47;No metering data available for this period;0,90
Tuesday 5.4.2022 04:00;1,08;No metering data available for this period;1,00
Tuesday 5.4.2022 05:00;1,02;No metering data available for this period;1,10
Tuesday 5.4.2022 06:00;1,13;No metering data available for this period;0,90
Tuesday 5.4.2022 07:00;No metering data available for this period;1,53;1,00
Tuesday 5.4.2022 08:00;No metering data available for this period;1,10;1,10
Tuesday 5.4.2022 09:00;No metering data available for this period;2,04;1,00
Tuesday 5.4.2022 10:00;No metering data available for this period;1,11;1,30
Tuesday 5.4.2022 11:00;No metering data available for this period;1,08;1,60
Tuesday 5.4.2022 12:00;No metering data available for this period;1,45;2,20
Tuesday 5.4.2022 13:00;No metering data available for this period;0,78;2,40
Tuesday 5.4.2022 14:00;No metering data available for this period;1,08;1,40
Tuesday 5.4.2022 15:00;No metering data available for this period;1,12;-0,20
Tuesday 5.4.2022 16:00;No metering data available for this period;1,85;-0,90
Tuesday 5.4.2022 17:00;No metering data available for this period;1,56;-1,60
Tuesday 5.4.2022 18:00;No metering data available for this period;1,86;-1,80
Tuesday 5.4.2022 19:00;No metering data available for this period;2,25;-2,20
Tuesday 5.4.2022 20:00;No metering data available for this period;1,56;-2,30
Tuesday 5.4.2022 21:00;No metering data available for this period;2,24;-2,50
Tuesday 5.4.2022 22:00;1,32;No metering data available for this period;-2,60
Tuesday 5.4.2022 23:00;1,57;No metering data available for this period;-3,00
Wednesday 6.4.2022 00:00;1,24;No metering data available for this period;-3,40
Wednesday 6.4.2022 01:00;1,28;No metering data available for this period;-3,70
Wednesday 6.4.2022 02:00;1,21;No metering data available for this period;-4,00
Wednesday 6.4.2022 03:00;1,32;No metering data available for this period;-4,30
Wednesday 6.4.2022 04:00;1,15;No metering data available for this period;-4,60
Wednesday 6.4.2022 05:00;1,30;No metering data available for this period;-4,90
Wednesday 6.4.2022 06:00;1,39;No metering data available for this period;-5,20
Wednesday 6.4.2022 07:00;No metering data available for this period;1,53;-4,70
Wednesday 6.4.2022 08:00;No metering data available for this period;2,08;-3,50
Wednesday 6.4.2022 09:00;No metering data available for this period;1,85;-2,20
Wednesday 6.4.2022 10:00;No metering data available for this period;1,61;-1,10
Wednesday 6.4.2022 11:00;No metering data available for this period;1,18;0,00
Wednesday 6.4.2022 12:00;No metering data available for this period;1,07;-0,10
Wednesday 6.4.2022 13:00;No metering data available for this period;1,41;0,70
Wednesday 6.4.2022 14:00;No metering data available for this period;2,09;1,50
Wednesday 6.4.2022 15:00;No metering data available for this period;2,05;2,00
Wednesday 6.4.2022 16:00;No metering data available for this period;1,72;1,80
Wednesday 6.4.2022 17:00;No metering data available for this period;1,22;2,00
Wednesday 6.4.2022 18:00;No metering data available for this period;1,18;1,80
Wednesday 6.4.2022 19:00;No metering data available for this period;1,85;1,10
Wednesday 6.4.2022 20:00;No metering data available for this period;1,98;0,10
Wednesday 6.4.2022 21:00;No metering data available for this period;1,87;-0,50
Wednesday 6.4.2022 22:00;1,17;No metering data available for this period;-0,70
Wednesday 6.4.2022 23:00;1,29;No metering data available for this period;-0,60
Thursday 7.4.2022 00:00;1,21;No metering data available for this period;-0,90
Thursday 7.4.2022 01:00;1,22;No metering data available for this period;-1,60
Thursday 7.4.2022 02:00;1,07;No metering data available for this period;-1,60
Thursday 7.4.2022 03:00;1,17;No metering data available for this period;-1,70
Thursday 7.4.2022 04:00;1,19;No metering data available for this period;-2,00
Thursday 7.4.2022 05:00;1,18;No metering data available for this period;-2,00
Thursday 7.4.2022 06:00;1,61;No metering data available for this period;-1,90
Thursday 7.4.2022 07:00;No metering data available for this period;3,03;-1,30
Thursday 7.4.2022 08:00;No metering data available for this period;1,28;0,20
Thursday 7.4.2022 09:00;No metering data available for this period;1,52;1,10
Thursday 7.4.2022 10:00;No metering data available for this period;1,15;1,40
Thursday 7.4.2022 11:00;No metering data available for this period;1,08;1,80
Thursday 7.4.2022 12:00;No metering data available for this period;1,51;2,00
Thursday 7.4.2022 13:00;No metering data available for this period;1,07;2,20
Thursday 7.4.2022 14:00;No metering data available for this period;1,10;3,00
